name,address,lat,lng,rating,num_ratings,place_id,opening_hours,phone_number,price_level,postal_code,tipo
Encuentro,"C. de Alcalá, 330, 28027 Madrid, Spain",40.4336859,-3.6466371,4.2,223,ChIJD7fKyUAvQg0R9My4yD7bC9M,"['Monday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20099:00\u202fPM']",914 07 66 28,N/A,28027,tienda
Tapicería Eduardo García,"C. Conrado del Campo, 5, locales 15 y 16, 28027 Madrid, Spain",40.442597,-3.6369517,5,5,ChIJ5w0XLREvQg0RwPNxb776e08,"['Monday: 9:00\u202fAM\u2009–\u20092:00\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20092:00\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20092:00\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20092:00\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20092:00\u202fPM, 4:00\u2009–\u20097:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",917 42 35 45,N/A,28027,tienda
Dideco Arzobispo Cos Tienda de Juguetes y libros,"C. Arzobispo Cos, 17, 28027 Madrid, Spain",40.43943609999999,-3.6362392,4.6,945,ChIJddLf8hMvQg0RKQZe8YpXc6o,"['Monday: 10:30\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 10:30\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 10:30\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 10:30\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 10:30\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 10:30\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: Closed']",917 43 40 40,N/A,28027,tienda
BAR CANARIO Y CAFETERIA,"C. Alegría de Oria, 1, 28027 Madrid, Spain",40.4402747,-3.6310822,4,3,ChIJD9dynxQvQg0Ro7G-ncZQKCM,"['Monday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Tuesday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Wednesday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Thursday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: Closed']",603 23 75 43,N/A,28027,tienda
Back In Black,"C. de Suecia, 95, 28022 Madrid, Spain",40.4338761,-3.6062916,4.8,538,ChIJzycb05UvQg0RjrhcLJOVDrE,"['Monday: 10:30\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Tuesday: 10:30\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Wednesday: 10:30\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Thursday: 10:30\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Friday: 10:30\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Saturday: 10:30\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Sunday: Closed']",913 13 43 82,N/A,28022,tienda
"Sweet Magic ""Tartas artesanales en Madrid"".","C. Conrado del Campo, 5, 28027 Madrid, Spain",40.44242,-3.6371934,4.7,62,ChIJkS_kJz0vQg0RnYMBckHRyz4,"['Monday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20099:00\u202fPM']",919 47 08 07,N/A,28027,tienda
Mikos - Ropa Infantil en Madrid,"C. de Tampico, 6, 28027 Madrid, Spain",40.4402403,-3.6322717,4.3,19,ChIJE64_v6kuQg0RiSFsQBElo8k,"['Monday: 10:30\u202fAM\u2009–\u20092:00\u202fPM, 5:30\u2009–\u20098:00\u202fPM', 'Tuesday: 10:30\u202fAM\u2009–\u20092:00\u202fPM, 5:30\u2009–\u20098:00\u202fPM', 'Wednesday: 10:30\u202fAM\u2009–\u20092:00\u202fPM, 5:30\u2009–\u20098:00\u202fPM', 'Thursday: 10:30\u202fAM\u2009–\u20092:00\u202fPM, 5:30\u2009–\u20098:00\u202fPM', 'Friday: 10:30\u202fAM\u2009–\u20092:00\u202fPM, 5:30\u2009–\u20098:00\u202fPM', 'Saturday: 10:30\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: 10:30\u202fAM\u2009–\u20092:00\u202fPM']",620 23 55 33,N/A,28027,tienda
Tea Shop Hermosilla,"C. de Hermosilla, 48, 28001 Madrid, Spain",40.42612630000001,-3.6819381,4.4,93,ChIJC9yCd70oQg0R9crszjytBfk,"['Monday: 10:00\u202fAM\u2009–\u20098:30\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20098:30\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20098:30\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20098:30\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20098:30\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20098:30\u202fPM', 'Sunday: Closed']",915 75 12 90,N/A,28001,tienda
Tea Shop,"C. de Aracne, s/n, 28022 Madrid, Spain",40.447132,-3.5874851,4,107,ChIJ2Z_uOtEvQg0RrGiOE-3XJBA,"['Monday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u200910:00\u202fPM']",910 18 36 99,N/A,28022,tienda
The Body Shop,"Calle de Goya, 69, 28001 Madrid, Spain",40.4251668,-3.6793995,4.3,148,ChIJCVj857woQg0RqsJfAP5QXtM,"['Monday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20099:00\u202fPM']",916 68 37 71,N/A,28001,tienda
ZINGS Taurine and souvenirs shop in Madrid Spain,"C. de Alcalá, 231, 28028 Madrid, Spain",40.43020689999999,-3.6647169,4.1,77,ChIJxa7diLQoQg0RW1JthPGt1eQ,"['Monday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 4:30\u2009–\u20098:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 4:30\u2009–\u20098:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 4:30\u2009–\u20098:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 4:30\u2009–\u20098:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 4:30\u2009–\u20098:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: Closed']",917 26 31 88,N/A,28028,tienda
Chuchuchuches,"C. de Longares, 49, 28022 Madrid, Spain",40.4288291,-3.6090154,5,5,ChIJycx34XwvQg0Rfwn1OF1Ljtc,"['Monday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: Closed']",N/A,N/A,28022,tienda
Interiorismo textil Rabadán,"C. de Jaime Hermida, 4, 28037 Madrid, Spain",40.4382367,-3.6346506,4.8,24,ChIJXzuEqxMvQg0RMZ_Vx4ZlnvM,"['Monday: 9:00\u202fAM\u2009–\u20092:00\u202fPM, 4:00\u2009–\u20097:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20092:00\u202fPM, 4:00\u2009–\u20097:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20092:00\u202fPM, 4:00\u2009–\u20097:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20092:00\u202fPM, 4:00\u2009–\u20097:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20092:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",913 04 82 43,N/A,28037,tienda
La Negra,"madrid community of, C. de Eugenio Salazar, 9, 28002 Madrid, Spain",40.4449043,-3.6735634,4.8,102,ChIJjafc3NooQg0RDri9FokBGic,"['Monday: 11:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: Closed']",910 16 48 78,N/A,28002,tienda
Foto Flash,"C. del Gral. Aranaz, 19, 28027 Madrid, Spain",40.4410772,-3.6373469,4.8,32,ChIJsQHwsRYvQg0Rc8_XlTsffIo,"['Monday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: Closed']",913 20 54 98,N/A,28027,tienda
SXM Sex Machine,"C. de los Fundadores, 6, 28028 Madrid, Spain",40.4245987,-3.6676095,4.9,15,ChIJnQRc-bEoQg0RemvRtJzBhYU,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",634 71 34 40,N/A,28028,tienda
Telas del Pozo,"C. de los Hermanos García Noblejas, 7, 28037 Madrid, Spain",40.4373451,-3.6373253,4.6,77,ChIJn_qChBQvQg0R11WL6XIQWIo,"['Monday: 10:30\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:00\u202fPM', 'Tuesday: 10:30\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:00\u202fPM', 'Wednesday: 10:30\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:00\u202fPM', 'Thursday: 10:30\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:00\u202fPM', 'Friday: 10:30\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:00\u202fPM', 'Saturday: 10:30\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: Closed']",615 86 51 80,N/A,28037,tienda
Tienda,"P.º de La Habana, 77, 28036 Madrid, Spain",40.45630389999999,-3.6813677,0,0,ChIJNRi0T28pQg0R-N1McctR7bI,[],N/A,N/A,28036,tienda
El Estanco de Villa Rosa,"C. Motilla del Palancar, 8, 28043 Madrid, Spain",40.4654876,-3.6323925,4,103,ChIJd-QWUuUuQg0RjSFG4CcR42I,"['Monday: 9:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: Closed']",917 59 40 91,N/A,28043,tienda
Villarea shop,"C. de Bravo Murillo, 122, 28020 Madrid, Spain",40.4490109,-3.7033666,5,3,ChIJzfwvgzspQg0RWgt9nJFz2D4,"['Monday: 9:30\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:00\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:00\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:00\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:00\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:00\u202fPM', 'Saturday: 9:30\u202fAM\u2009–\u20093:00\u202fPM', 'Sunday: Closed']",N/A,N/A,29039,tienda
Producciones Musicales A Degüello,"C. de Jaime Hermida, 18, Local 2, 28037 Madrid, Spain",40.43864629999999,-3.6331996,4.4,9,ChIJb-8WqoEvQg0R1un9Na1m6s0,"['Monday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20098:00\u202fPM']",698 26 67 54,N/A,28037,tienda
