name,address,lat,lng,rating,num_ratings,place_id,opening_hours,phone_number,price_level,postal_code,tipo
Restaurante Aranda Madrid,"C. de López de Aranda, 46, 28027 Madrid, Spain",40.444153,-3.633975299999999,4.5,1082,ChIJJ11yXBAvQg0RgVxRX7Fafgo,"['Monday: 1:00\u202fPM\u2009–\u20091:00\u202fAM', 'Tuesday: 1:00\u202fPM\u2009–\u20091:00\u202fAM', 'Wednesday: 1:00\u202fPM\u2009–\u20091:00\u202fAM', 'Thursday: 1:00\u202fPM\u2009–\u20091:00\u202fAM', 'Friday: 1:00\u202fPM\u2009–\u20091:00\u202fAM', 'Saturday: 1:00\u202fPM\u2009–\u20091:00\u202fAM', 'Sunday: 1:00\u2009–\u20095:00\u202fPM']",910 51 36 59,N/A,28027,restaurante
Restaurante Madrida,"C. de López de Aranda, 36, 28027 Madrid, Spain",40.4439442,-3.634451,4.8,541,ChIJuyxgXIovQg0Re3jFFx2BSkg,"['Monday: 8:00\u202fAM\u2009–\u20091:00\u202fAM', 'Tuesday: 8:00\u202fAM\u2009–\u20091:00\u202fAM', 'Wednesday: 8:00\u202fAM\u2009–\u20091:00\u202fAM', 'Thursday: 8:00\u202fAM\u2009–\u20091:00\u202fAM', 'Friday: 8:00\u202fAM\u2009–\u20091:00\u202fAM', 'Saturday: 9:00\u202fAM\u2009–\u20091:00\u202fAM', 'Sunday: 9:00\u202fAM\u2009–\u20095:00\u202fPM']",915 30 62 74,N/A,28027,restaurante
RESTAURANTE 3B PARILLA,"C. de Alcalá, 491, 28027 Madrid, Spain",40.4403426,-3.630113799999999,4.1,630,ChIJQ4Ka2Q0vQg0R8x3kgQ9FVDo,"['Monday: 11:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 11:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 11:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 11:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 11:00\u202fAM\u2009–\u200912:30\u202fAM', 'Saturday: 11:00\u202fAM\u2009–\u200912:30\u202fAM', 'Sunday: 11:00\u202fAM\u2009–\u200912:00\u202fAM']",687 16 30 91,1,28027,restaurante
Aboca Restobar,"Tampico, 34, 28027 Madrid, Spain",40.443638,-3.6344511,4.5,783,ChIJV_7t9xAvQg0RdG-6cqbAUUU,"['Monday: Closed', 'Tuesday: 12:30\u2009–\u20094:00\u202fPM, 7:30\u2009–\u200911:00\u202fPM', 'Wednesday: 12:30\u2009–\u20094:00\u202fPM, 7:30\u2009–\u200911:00\u202fPM', 'Thursday: 12:30\u2009–\u20094:00\u202fPM, 7:30\u2009–\u200911:00\u202fPM', 'Friday: 12:30\u2009–\u200911:30\u202fPM', 'Saturday: 12:30\u2009–\u200911:30\u202fPM', 'Sunday: 12:30\u2009–\u200911:00\u202fPM']",912 79 48 35,1,28027,restaurante
Restaurante EuMundo,"C. de López de Aranda, 31, 28027 Madrid, Spain",40.4445862,-3.6345376,4,887,ChIJuWw9ihAvQg0RGGhswb29b30,"['Monday: Closed', 'Tuesday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 8:00\u202fAM\u2009–\u200912:00\u202fAM']",913 20 00 26,1,28027,restaurante
restaurante Vicky,"C. de Alcalá, 508, 28027 Madrid, Spain",40.4409135,-3.6263916,4.3,896,ChIJneu3XgkvQg0RlmCNvbzUtrA,"['Monday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: Closed', 'Sunday: Closed']",647 82 75 69,1,28027,restaurante
Los Arces,"C. de Doña Juana I de Castilla, 60, 28027 Madrid, Spain",40.4477369,-3.6311572,3.9,114,ChIJz5ZlJQUvQg0RDMc_6EqRyyk,"['Monday: 6:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: Closed']",917 41 43 08,1,28027,restaurante
El Ratito cervecería restaurante,"C. de López de Aranda, 46, 28027 Madrid, Spain",40.44406439999999,-3.6341771,4.3,727,ChIJCdh0XBAvQg0RiQVZeNeTJFY,"['Monday: Closed', 'Tuesday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 7:00\u202fAM\u2009–\u200912:00\u202fAM']",913 20 04 79,1,28027,restaurante
Pizzería Katupiri,"5, 28027 Madrid, Spain",40.4428781,-3.6368759,4.7,383,ChIJ2xGCEA8vQg0R04nvPpd9fNw,"['Monday: Closed', 'Tuesday: 1:00\u202fPM\u2009–\u200912:00\u202fAM', 'Wednesday: 1:00\u202fPM\u2009–\u200912:00\u202fAM', 'Thursday: 1:00\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 1:00\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 1:00\u202fPM\u2009–\u200912:30\u202fAM', 'Sunday: 1:00\u2009–\u200911:00\u202fPM']",910 74 45 19,1,28027,restaurante
LA COCINITA DE ZOE,"C. de Tampico, 40, 28027 Madrid, Spain",40.444495,-3.635044,3.9,290,ChIJx8hmFjsvQg0RT2BDBqIoMnQ,"['Monday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Wednesday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 8:00\u202fAM\u2009–\u20091:00\u202fAM', 'Saturday: 9:00\u202fAM\u2009–\u20091:00\u202fAM', 'Sunday: 9:00\u202fAM\u2009–\u200911:00\u202fPM']",631 71 28 85,N/A,28027,restaurante
Happiness,"C. del Gral. Aranaz, 33, 28027 Madrid, Spain",40.4423513,-3.6382778,4.3,905,ChIJVb3OwhYvQg0RhgDSOhE6ZT8,"['Monday: 11:30\u202fAM\u2009–\u20094:30\u202fPM, 7:30\u2009–\u200911:30\u202fPM', 'Tuesday: 11:30\u202fAM\u2009–\u20094:30\u202fPM, 7:30\u2009–\u200911:30\u202fPM', 'Wednesday: 11:30\u202fAM\u2009–\u20094:30\u202fPM, 7:30\u2009–\u200911:30\u202fPM', 'Thursday: 11:30\u202fAM\u2009–\u20094:30\u202fPM, 7:30\u2009–\u200911:30\u202fPM', 'Friday: 11:30\u202fAM\u2009–\u20094:30\u202fPM, 7:30\u2009–\u200911:30\u202fPM', 'Saturday: 11:30\u202fAM\u2009–\u20094:30\u202fPM, 7:30\u2009–\u200911:30\u202fPM', 'Sunday: 11:30\u202fAM\u2009–\u20094:30\u202fPM, 7:30\u2009–\u200911:30\u202fPM']",917 41 02 23,1,28027,restaurante
Bar Salazar,"C. Conrado del Campo, 5, 28027 Madrid, Spain",40.44242,-3.6371934,4.4,87,ChIJAb5y0hYvQg0RjDwNUXNlfWg,"['Monday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: Closed']",917 42 51 48,1,28027,restaurante
RESTAURANTE á476,"C. de Alcalá, 476, 28027 Madrid, Spain",40.4393051,-3.6317282,4,4,ChIJc1l2A5AvQg0Rwp5Nt-x-o3w,"['Monday: 7:00\u2009–\u200910:00\u202fPM', 'Tuesday: 7:00\u2009–\u200910:00\u202fPM', 'Wednesday: 7:00\u2009–\u200910:00\u202fPM', 'Thursday: 7:00\u2009–\u200910:00\u202fPM', 'Friday: 7:00\u2009–\u200910:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u200911:00\u202fPM']",N/A,N/A,28027,restaurante
Hai restaurante bar,"C. de Alcalá, 499, 28027 Madrid, Spain",40.4405695,-3.6296357,4.1,20,ChIJOyQ-SKwvQg0R3SvgRdvF8nk,"['Monday: Closed', 'Tuesday: 11:30\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 11:30\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 11:30\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 11:30\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 11:30\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 11:30\u202fAM\u2009–\u200912:00\u202fAM']",919 47 22 57,N/A,28037,restaurante
MásQMenos,"C. de Juan Ignacio Luca de Tena, 14, 28027 Madrid, Spain",40.4476948,-3.6317177,3,186,ChIJN045-N0vQg0RQT5yfn1iOfo,"['Monday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Tuesday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Wednesday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Thursday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: 12:00\u202fPM\u2009–\u200912:00\u202fAM']",913 01 04 43,2,28027,restaurante
Restaurante Shiray,"C. de Albasanz, 44, 28037 Madrid, Spain",40.4375649,-3.626631499999999,3.8,414,ChIJQbnFfAsvQg0Rmn46QNlb_WA,"['Monday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: Closed']",913 27 34 48,1,28037,restaurante
La Orza,"C. Juan Rizi, 5, 28027 Madrid, Spain",40.4477899,-3.6361728,3.5,4,ChIJP90ZJBovQg0R9CLFTuWzG2U,"['Monday: 1:00\u2009–\u20093:30\u202fPM, 8:00\u2009–\u200910:30\u202fPM', 'Tuesday: 1:30\u2009–\u20093:30\u202fPM, 8:00\u2009–\u200910:30\u202fPM', 'Wednesday: 1:00\u2009–\u20093:30\u202fPM, 8:00\u2009–\u200910:30\u202fPM', 'Thursday: 1:00\u2009–\u20093:30\u202fPM, 8:00\u2009–\u200910:30\u202fPM', 'Friday: 1:00\u2009–\u20093:30\u202fPM, 8:00\u2009–\u200910:30\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",917 43 83 00,N/A,28027,restaurante
Restaurante Christal,"C. de Santa Leonor, 20, 28037 Madrid, Spain",40.43801819999999,-3.6320032,4.9,60,ChIJlTDMtj4vQg0RYDP7YvQTZ2I,"['Monday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",683 39 52 78,N/A,28037,restaurante
Restaurante Bar El Racó de Aranaz,"C. del Gral. Aranaz, 35, 28027 Madrid, Spain",40.4424048,-3.6383361,4,428,ChIJowKDQEIvQg0R7VNl2kBcB4s,"['Monday: Closed', 'Tuesday: 8:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 12:00\u2009–\u20094:00\u202fPM']",917 43 07 19,2,28027,restaurante
Restaurante LA SANTA,"C. de Tracia, 6, 28037 Madrid, Spain",40.4396731,-3.629074299999999,4.5,35,ChIJA9Yvg7IvQg0RSWeCuVm0P1M,"['Monday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",913 04 98 52,N/A,28037,restaurante
El Racó,"C. de Alcalá, 503, 28027 Madrid, Spain",40.44071539999999,-3.6287333,3.7,744,ChIJqWxsnQ4vQg0RCt1q7cFo1RY,"['Monday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: Closed']",917 41 57 15,2,28027,restaurante
"Restaurante La Tagliatella | C/Alcalá, Madrid","C. de Alcalá, 498, 28027 Madrid, Spain",40.4402823,-3.628453,4.3,2603,ChIJPQD_IwwvQg0Rb78hAK2XFUA,"['Monday: 1:00\u2009–\u20094:00\u202fPM, 8:00\u2009–\u200910:30\u202fPM', 'Tuesday: 1:00\u2009–\u20094:00\u202fPM, 8:00\u2009–\u200910:30\u202fPM', 'Wednesday: 1:00\u2009–\u20094:00\u202fPM, 8:00\u2009–\u200910:30\u202fPM', 'Thursday: 1:00\u2009–\u20094:30\u202fPM, 8:00\u2009–\u200910:30\u202fPM', 'Friday: 1:00\u2009–\u20094:30\u202fPM, 8:00\u2009–\u200911:30\u202fPM', 'Saturday: 1:00\u2009–\u20094:30\u202fPM, 8:00\u2009–\u200911:30\u202fPM', 'Sunday: 1:00\u2009–\u20094:30\u202fPM, 8:00\u2009–\u200910:30\u202fPM']",913 04 63 06,2,28027,restaurante
Aloha Poké,"C. de Alcalá, 462, 28027 Madrid, Spain",40.4388715,-3.6338345,4.7,321,ChIJWdhqVn8vQg0RnKIZ28ZEOkA,"['Monday: 11:30\u202fAM\u2009–\u200911:30\u202fPM', 'Tuesday: 11:30\u202fAM\u2009–\u200911:30\u202fPM', 'Wednesday: 11:30\u202fAM\u2009–\u200911:30\u202fPM', 'Thursday: 11:30\u202fAM\u2009–\u200911:30\u202fPM', 'Friday: 11:30\u202fAM\u2009–\u200911:30\u202fPM', 'Saturday: 11:30\u202fAM\u2009–\u200911:30\u202fPM', 'Sunday: 11:30\u202fAM\u2009–\u200911:30\u202fPM']",916 79 66 65,1,28027,restaurante
Restaurante El Placer del Bierzo,"C. de Santa Leonor, 23, 28037 Madrid, Spain",40.4377925,-3.6315888,4.1,146,ChIJQYyqfg0vQg0RvwzxTwIU7zU,"['Monday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",913 27 45 33,1,28037,restaurante
